ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
154,define,v,36505,23125,"2,22","0,95",8,2654,2712,4543,2467,2651,2382,3625,1807,284,"0,96","1,73","1,41","1,05","1,26","0,97","0,83","0,98","0,12"
155,particular,j,45231,23040,"1,78","0,95",8,2446,2225,3985,2633,3111,3366,3929,1034,311,"0,89","1,42","1,24","1,12","1,48","1,37","0,90","0,56","0,13"
156,benefit,n,52926,23018,"1,52","0,95",9,2343,1683,4196,3570,930,1552,4051,3263,1430,"0,86","1,08","1,31","1,52","0,44","0,63","0,93","1,77","0,59"
157,survey,n,36187,22873,"2,21","0,92",9,1505,4362,5921,966,794,1067,5079,2563,616,"0,55","2,81","1,86","0,41","0,38","0,44","1,17","1,40","0,26"
158,effective,j,38704,22853,"2,07","0,94",8,2341,4578,3451,2227,1352,1399,3781,3397,327,"0,86","2,96","1,08","0,96","0,65","0,57","0,87","1,86","0,14"
159,apply,v,45745,22641,"1,73","0,95",9,1971,2271,2818,3476,1729,1953,5360,2394,669,"0,73","1,48","0,89","1,51","0,84","0,81","1,25","1,32","0,28"
160,contain,v,44700,22632,"1,77","0,92",8,2324,1201,2662,1830,2121,1686,6983,3438,387,"0,86","0,78","0,84","0,79","1,03","0,70","1,63","1,90","0,16"
161,understanding,n,34128,22450,"2,30","0,95",8,2539,3139,3483,1850,3000,3811,3528,969,131,"0,95","2,06","1,11","0,81","1,47","1,59","0,83","0,54","0,06"
162,production,n,45334,22378,"1,73","0,92",9,3316,495,4213,1909,2868,804,6557,1115,1101,"1,24","0,33","1,35","0,84","1,41","0,34","1,55","0,62","0,47"
163,form,v,47886,22341,"1,63","0,91",8,2675,1176,2709,1518,2364,2089,8073,1291,446,"1,01","0,78","0,87","0,67","1,16","0,88","1,91","0,72","0,19"
164,association,n,47557,22245,"1,64","0,96",9,2952,2064,4511,2129,2401,1992,2677,2659,860,"1,11","1,37","1,45","0,94","1,19","0,84","0,64","1,49","0,37"
165,reveal,v,46286,22238,"1,68","0,94",8,2078,2051,4651,1415,2764,2518,4196,2313,252,"0,78","1,36","1,50","0,62","1,37","1,06","1,00","1,30","0,11"
166,range,n,44627,22219,"1,74","0,91",9,1545,2054,3604,1130,1571,1297,7637,2796,585,"0,58","1,36","1,16","0,50","0,78","0,55","1,81","1,57","0,25"
167,affect,v,45056,22206,"1,73","0,94",8,2187,2213,4513,2246,1155,1892,4952,2735,313,"0,83","1,47","1,46","0,99","0,57","0,80","1,18","1,54","0,13"
168,attitude,n,37790,22142,"2,05","0,92",8,2242,3532,6516,1158,1524,2952,3056,914,248,"0,85","2,35","2,11","0,51","0,76","1,25","0,73","0,52","0,11"
169,status,n,36816,22138,"2,11","0,94",8,3275,2275,6034,2195,1903,2092,2044,2032,288,"1,24","1,52","1,96","0,97","0,94","0,89","0,49","1,15","0,12"
170,necessary,j,43888,22087,"1,76","0,96",8,2850,2448,3131,3163,1972,2469,3811,1935,308,"1,08","1,64","1,02","1,41","0,98","1,05","0,91","1,09","0,13"
171,function,n,30046,21755,"2,54","0,94",8,1351,2095,3539,1302,2957,1922,5113,3171,305,"0,52","1,42","1,17","0,59","1,49","0,83","1,24","1,82","0,13"
172,indeed,r,49253,21728,"1,54","0,94",9,3543,881,2911,3523,3078,3345,3283,511,653,"1,37","0,60","0,96","1,59","1,56","1,44","0,80","0,29","0,29"
173,present,j,32520,21652,"2,33","0,93",8,1856,2211,5749,1579,2047,3460,2566,2016,168,"0,72","1,51","1,90","0,72","1,04","1,50","0,63","1,16","0,07"
174,global,j,40980,21589,"1,84","0,92",9,5041,1104,2249,3200,848,1885,5695,491,1076,"1,96","0,75","0,75","1,46","0,43","0,82","1,39","0,28","0,48"
175,conflict,n,37058,21511,"2,03","0,92",8,5094,1138,3864,4974,1347,2469,1939,512,174,"1,99","0,78","1,29","2,27","0,69","1,08","0,48","0,30","0,08"
176,achieve,v,37836,21493,"1,99","0,96",8,2959,2804,2880,2473,1886,1833,4132,2128,398,"1,16","1,92","0,96","1,13","0,96","0,80","1,01","1,24","0,18"
177,conduct,v,37861,21428,"1,98","0,93",8,1845,3863,5068,1567,873,1396,4019,2532,265,"0,72","2,66","1,70","0,72","0,45","0,61","0,99","1,48","0,12"
178,critical,j,38807,21381,"1,93","0,95",8,2891,3269,2902,1715,3083,2065,3637,1470,349,"1,14","2,26","0,97","0,79","1,58","0,91","0,90","0,86","0,16"
179,perform,v,44962,21379,"1,66","0,94",9,1135,1885,3832,1006,3153,1593,4402,3913,460,"0,45","1,30","1,29","0,46","1,62","0,70","1,09","2,29","0,21"
180,discuss,v,48000,21017,"1,53","0,95",8,2500,2854,4071,2281,2549,1865,3037,1530,330,"1,00","2,00","1,39","1,07","1,33","0,83","0,76","0,91","0,15"
181,exist,v,42240,20901,"1,73","0,95",8,2559,1903,3704,2389,2103,2554,4324,1083,282,"1,03","1,34","1,27","1,12","1,11","1,15","1,09","0,65","0,13"
182,improve,v,43853,20714,"1,65","0,94",9,1955,3011,3262,1473,975,989,4749,3601,699,"0,79","2,14","1,13","0,70","0,52","0,45","1,21","2,17","0,32"
183,observe,v,32885,20645,"2,20","0,92",8,1620,1958,3220,1257,1755,1819,6970,1853,193,"0,66","1,40","1,12","0,60","0,93","0,83","1,78","1,12","0,09"
184,demonstrate,v,31429,20624,"2,30","0,95",8,2378,2705,3968,1697,2409,1685,3268,2309,205,"0,97","1,94","1,38","0,81","1,28","0,77","0,84","1,40","0,09"
185,unit,n,44231,20604,"1,63","0,90",9,2418,1748,3015,1119,977,527,7901,2066,833,"0,99","1,25","1,05","0,53","0,52","0,24","2,02","1,25","0,39"
186,total,j,42664,20559,"1,69","0,94",9,1900,2111,3833,1399,690,1131,4845,3185,1465,"0,78","1,52","1,34","0,67","0,37","0,52","1,24","1,93","0,68"
187,modern,j,41575,20470,"1,72","0,94",8,3071,405,3362,2724,3485,3279,3332,511,301,"1,26","0,29","1,18","1,31","1,87","1,50","0,86","0,31","0,14"
188,literature,n,28329,20400,"2,52","0,93",8,2899,3691,4418,800,3982,1407,1645,1508,50,"1,19","2,67","1,55","0,39","2,14","0,65","0,43","0,92","0,02"
189,result,v,31850,20138,"2,21","0,94",8,2140,1944,3770,2130,1150,1378,4516,2805,305,"0,89","1,42","1,34","1,04","0,63","0,64","1,18","1,74","0,14"
190,experience,v,37063,20056,"1,89","0,93",8,1689,2446,5290,889,1698,3232,2188,2425,199,"0,71","1,80","1,89","0,44","0,93","1,51","0,58","1,51","0,09"
191,principle,n,32204,20005,"2,18","0,94",8,2738,1652,2225,4251,1880,3304,2973,739,243,"1,15","1,22","0,80","2,09","1,03","1,55","0,78","0,46","0,12"
192,element,n,35554,19799,"1,95","0,93",8,2416,1376,2449,1725,3566,1980,4953,1130,204,"1,02","1,03","0,89","0,86","1,98","0,94","1,32","0,71","0,10"
193,challenge,n,45158,19765,"1,53","0,95",9,2846,2435,2783,2274,1430,2036,4022,1307,632,"1,21","1,82","1,01","1,13","0,79","0,97","1,07","0,83","0,31"
194,control,v,44947,19621,"1,53","0,93",9,2230,1116,3280,2161,1022,1667,5311,2132,702,"0,95","0,84","1,20","1,08","0,57","0,80","1,43","1,36","0,34"
195,historical,j,29362,19615,"2,34","0,91",7,5313,550,2914,1833,4679,2600,1378,190,158,"2,28","0,41","1,07","0,92","2,62","1,24","0,37","0,12","0,08"
196,aspect,n,31520,19409,"2,16","0,95",8,2266,2192,3916,1568,3054,2531,2596,1102,184,"0,98","1,67","1,45","0,79","1,73","1,22","0,71","0,71","0,09"
197,perspective,n,31206,19185,"2,15","0,95",8,2868,2324,3951,1602,2475,2852,2034,918,161,"1,26","1,79","1,48","0,82","1,42","1,40","0,56","0,60","0,08"
198,basic,j,37136,19145,"1,81","0,95",9,2346,2105,2408,1994,1891,2467,4135,1184,615,"1,03","1,62","0,90","1,02","1,08","1,21","1,14","0,77","0,31"
199,measure,v,30969,19093,"2,16","0,91",9,745,2292,3907,811,586,1365,6348,2607,432,"0,33","1,77","1,47","0,42","0,34","0,67","1,75","1,70","0,22"
200,tradition,n,34562,19091,"1,93","0,91",7,3324,419,2818,1581,4086,5582,958,214,109,"1,46","0,32","1,06","0,81","2,35","2,74","0,26","0,14","0,05"
201,belief,n,31185,19073,"2,14","0,92",8,2023,2397,4369,1648,1770,4881,1224,639,122,"0,89","1,85","1,64","0,85","1,02","2,40","0,34","0,42","0,06"
202,western,j,39862,19006,"1,67","0,92",8,5345,293,3035,2921,2144,1948,2716,323,281,"2,36","0,23","1,15","1,51","1,24","0,96","0,75","0,21","0,14"
203,procedure,n,31156,18907,"2,12","0,93",8,966,3435,3363,1898,753,1475,2729,4012,276,"0,43","2,68","1,28","0,99","0,44","0,73","0,76","2,65","0,14"
204,test,v,41830,18883,"1,58","0,90",9,624,2484,3147,707,494,1220,6776,2935,496,"0,28","1,94","1,20","0,37","0,29","0,61","1,89","1,94","0,25"
205,category,n,29332,18881,"2,25","0,93",9,1500,2702,5125,1288,1785,1547,2796,1469,669,"0,67","2,11","1,95","0,67","1,04","0,77","0,78","0,97","0,34"
206,tend,v,41026,18816,"1,61","0,95",9,2096,1879,3755,1756,1573,2531,3129,1427,670,"0,94","1,47","1,43","0,92","0,92","1,26","0,88","0,95","0,34"
207,technique,n,32005,18672,"2,04","0,91",8,757,2138,2707,603,2543,1027,6014,2580,303,"0,34","1,69","1,04","0,32","1,50","0,52","1,70","1,73","0,15"
208,outcome,n,25511,18636,"2,56","0,92",8,1401,3700,4989,1284,755,1502,1757,3093,155,"0,63","2,93","1,92","0,68","0,44","0,76","0,50","2,07","0,08"
209,significantly,r,23831,18615,"2,74","0,92",8,1070,2537,5759,922,705,1650,2777,3019,176,"0,48","2,01","2,22","0,49","0,42","0,83","0,79","2,02","0,09"
210,generally,r,35453,18534,"1,83","0,95",9,2170,1498,3472,2552,1595,1545,3576,1557,569,"0,98","1,19","1,34","1,35","0,95","0,78","1,02","1,05","0,29"
211,future,j,34224,18385,"1,88","0,94",9,1988,2531,3837,1913,1021,1413,4163,973,546,"0,91","2,03","1,50","1,02","0,61","0,72","1,19","0,66","0,28"
212,mean,n,31073,18373,"2,07","0,95",8,2223,2351,3671,2004,2087,2251,2415,1164,207,"1,02","1,89","1,43","1,07","1,25","1,15","0,69","0,79","0,11"
213,importance,n,26981,18368,"2,38","0,94",8,2538,2613,4458,1503,1928,1704,2366,1121,137,"1,16","2,10","1,74","0,80","1,15","0,87","0,68","0,76","0,07"
214,application,n,27781,18335,"2,31","0,87",9,807,1664,1455,1945,771,860,8847,1316,670,"0,37","1,34","0,57","1,04","0,46","0,44","2,55","0,90","0,35"
215,feature,n,36098,18310,"1,78","0,89",9,1193,942,2263,752,2214,1170,7928,1383,465,"0,55","0,76","0,89","0,40","1,33","0,60","2,28","0,94","0,24"
216,influence,n,30628,18105,"2,07","0,94",8,3180,1988,4322,1834,1733,2119,2074,722,133,"1,48","1,62","1,71","0,99","1,05","1,10","0,60","0,50","0,07"
217,basis,n,32410,17933,"1,94","0,95",9,2179,1755,3030,2780,1364,2095,2934,1341,455,"1,02","1,44","1,21","1,52","0,84","1,10","0,86","0,93","0,24"
218,interaction,n,20792,17901,"3,01","0,91",8,1154,3153,5276,487,949,1833,3695,1308,46,"0,54","2,60","2,11","0,27","0,58","0,96","1,09","0,91","0,02"
219,refer,v,36840,17809,"1,69","0,95",8,1935,1837,3504,1576,3034,2166,2073,1390,294,"0,91","1,52","1,41","0,87","1,87","1,14","0,61","0,97","0,16"
220,communication,n,34549,17757,"1,80","0,95",9,1552,3318,3165,1495,1565,1512,3039,1336,775,"0,73","2,76","1,28","0,83","0,97","0,80","0,90","0,94","0,42"
221,negative,j,28866,17740,"2,15","0,92",8,1256,2677,5415,949,1065,2346,1934,1915,183,"0,59","2,23","2,19","0,53","0,66","1,24","0,58","1,35","0,10"
222,primary,j,28506,17725,"2,18","0,94",8,1865,1862,3570,1359,1325,1555,3236,2734,219,"0,88","1,55","1,44","0,75","0,82","0,82","0,96","1,93","0,12"
223,characteristic,n,21200,17663,"2,92","0,92",8,1151,3176,4940,743,1415,1356,2891,1895,96,"0,55","2,65","2,01","0,41","0,88","0,72","0,86","1,34","0,05"
224,European,j,33818,17512,"1,81","0,91",9,5011,366,2338,3766,1720,974,2419,371,547,"2,40","0,31","0,96","2,11","1,08","0,52","0,73","0,26","0,30"
225,lack,n,35000,17504,"1,75","0,95",8,2199,2407,3817,1667,1558,1726,2346,1516,268,"1,06","2,03","1,56","0,94","0,98","0,93","0,71","1,08","0,15"
226,obtain,v,26380,17489,"2,32","0,93",8,1425,2188,3830,1379,647,1101,3791,2982,146,"0,68","1,85","1,57","0,77","0,41","0,59","1,14","2,13","0,08"
227,potential,j,34024,17472,"1,80","0,94",9,1655,1735,3026,2134,891,1030,4242,2000,759,"0,80","1,47","1,24","1,20","0,56","0,55","1,28","1,43","0,41"
228,variety,n,36462,17471,"1,68","0,93",9,1579,1940,2976,1010,1978,1402,4665,1546,375,"0,76","1,64","1,22","0,57","1,24","0,75","1,41","1,10","0,20"
229,component,n,23762,17228,"2,54","0,91",8,959,2624,2977,739,1088,1160,5603,1726,352,"0,47","2,25","1,24","0,42","0,69","0,63","1,72","1,25","0,20"
230,following,j,28582,17205,"2,11","0,95",9,1850,2707,3135,1084,2004,1256,2851,1947,371,"0,90","2,32","1,31","0,62","1,28","0,69","0,87","1,41","0,21"
231,access,n,38635,17146,"1,55","0,94",9,2224,1612,3179,2163,1106,1160,3748,1282,672,"1,09","1,39","1,33","1,24","0,71","0,63","1,15","0,93","0,37"
232,contribute,v,32650,17112,"1,84","0,95",9,2210,1991,3243,1660,1345,1586,3111,1572,394,"1,08","1,72","1,36","0,95","0,86","0,87","0,96","1,15","0,22"
233,assume,v,38725,16971,"1,53","0,95",9,2317,1257,2964,1934,1753,2112,3060,951,623,"1,15","1,09","1,25","1,12","1,13","1,17","0,95","0,70","0,35"
234,express,v,33716,16963,"1,76","0,95",8,2396,1646,3063,1523,2577,2899,1822,908,129,"1,19","1,43","1,30","0,88","1,67","1,60","0,57","0,67","0,07"
235,tool,n,33655,16929,"1,76","0,89",9,1186,1602,1690,1002,1302,810,7346,1331,660,"0,59","1,40","0,72","0,58","0,84","0,45","2,29","0,98","0,37"
236,promote,v,32267,16903,"1,83","0,95",8,3005,2146,2973,2232,1276,1532,2152,1245,342,"1,49","1,87","1,26","1,30","0,83","0,85","0,67","0,92","0,19"
237,participate,v,28621,16873,"2,06","0,93",8,1990,2770,5005,1045,1360,1673,1696,1173,161,"0,99","2,42","2,13","0,61","0,89","0,93","0,53","0,87","0,09"
238,labor,n,37519,16780,"1,57","0,90",9,5144,398,3709,3179,850,1103,1302,392,703,"2,57","0,35","1,59","1,86","0,56","0,62","0,41","0,29","0,40"
239,engage,v,31120,16753,"1,89","0,94",8,2429,2224,4122,1846,1778,2172,1355,684,143,"1,22","1,96","1,77","1,08","1,17","1,22","0,43","0,51","0,08"
240,review,n,32190,16718,"1,82","0,94",8,1275,2437,2943,2896,1053,1114,2799,1970,231,"0,64","2,15","1,26","1,70","0,69","0,63","0,88","1,47","0,13"
241,additional,j,32280,16683,"1,81","0,93",9,1408,2147,3014,1359,885,801,4439,1996,634,"0,71","1,90","1,30","0,80","0,58","0,45","1,40","1,49","0,36"
242,highly,r,31891,16676,"1,83","0,95",9,1949,1958,2947,1476,1430,1492,3641,1252,531,"0,98","1,73","1,27","0,87","0,94","0,84","1,15","0,94","0,30"
243,appropriate,j,28077,16638,"2,07","0,95",8,1161,2943,3377,1557,1614,1439,2534,1827,186,"0,59","2,61","1,46","0,92","1,07","0,81","0,80","1,37","0,11"
244,publish,v,37900,16448,"1,52","0,94",9,2570,924,1646,1604,2832,1728,3584,1150,410,"1,31","0,83","0,72","0,96","1,89","0,99","1,15","0,87","0,24"
245,encourage,v,36057,16413,"1,59","0,96",9,2561,2352,2634,1855,1818,1776,1934,1112,371,"1,31","2,11","1,15","1,11","1,22","1,02","0,62","0,85","0,22"
246,successful,j,38254,16409,"1,50","0,96",9,2196,2281,2904,1588,1465,1253,2684,1284,754,"1,12","2,05","1,27","0,95","0,98","0,72","0,86","0,98","0,44"
247,assess,v,21148,16198,"2,68","0,92",8,681,3074,4876,787,763,1224,2238,2393,162,"0,35","2,80","2,16","0,48","0,52","0,71","0,73","1,84","0,10"
248,view,v,29312,16190,"1,93","0,94",8,2316,1737,3241,1536,1594,1796,3191,522,257,"1,20","1,58","1,44","0,93","1,08","1,04","1,04","0,40","0,15"
249,client,n,37175,16181,"1,52","0,89",9,434,1002,6344,3370,494,673,1222,761,1881,"0,23","0,91","2,81","2,04","0,34","0,39","0,40","0,59","1,11"
250,instrument,n,25310,16121,"2,23","0,92",8,851,2153,2609,733,3389,922,4377,877,210,"0,44","1,97","1,16","0,45","2,31","0,54","1,43","0,68","0,12"
251,relatively,r,28295,16084,"1,99","0,92",9,1817,1177,3254,1399,922,1053,4728,1222,512,"0,95","1,08","1,45","0,85","0,63","0,61","1,55","0,95","0,30"
252,meaning,n,25857,16027,"2,17","0,92",8,1610,1176,2983,1446,4104,3535,819,279,75,"0,84","1,08","1,34","0,89","2,81","2,07","0,27","0,22","0,04"
253,limit,v,31286,15973,"1,79","0,95",9,1948,1242,2802,2449,1046,1155,3289,1560,482,"1,02","1,15","1,26","1,51","0,72","0,68","1,09","1,22","0,29"
254,increase,n,33639,15833,"1,65","0,93",9,1622,1413,3172,1529,355,782,3870,2446,644,"0,86","1,32","1,44","0,95","0,25","0,46","1,29","1,93","0,39"
255,directly,r,36620,15805,"1,51","0,94",9,1904,1211,2273,1625,1494,1573,3924,1272,529,"1,01","1,13","1,03","1,01","1,04","0,93","1,31","1,00","0,32"
256,previous,j,33696,15796,"1,64","0,94",9,1554,1687,4064,1050,1072,1393,2620,1924,432,"0,83","1,58","1,85","0,65","0,75","0,83","0,88","1,52","0,26"
257,demand,n,32665,15792,"1,69","0,94",9,2680,1400,3287,2076,914,1204,2669,723,839,"1,43","1,31","1,49","1,29","0,64","0,72","0,89","0,57","0,51"
258,vision,n,35105,15772,"1,57","0,92",9,1687,994,4725,915,2180,2453,1777,653,388,"0,90","0,93","2,15","0,57","1,52","1,46","0,59","0,52","0,23"
259,female,j,30364,15711,"1,81","0,90",8,1181,1660,5903,446,2486,1484,1699,766,86,"0,63","1,56","2,70","0,28","1,74","0,89","0,57","0,61","0,05"
260,attempt,n,34363,15566,"1,59","0,95",8,2925,963,2556,2184,2054,1929,2019,718,218,"1,58","0,91","1,18","1,38","1,45","1,16","0,68","0,58","0,13"
261,influence,v,23145,15499,"2,34","0,94",8,1849,2205,3905,1194,1056,1750,2353,1076,111,"1,00","2,10","1,81","0,76","0,75","1,06","0,80","0,87","0,07"
262,independent,j,33447,15475,"1,62","0,95",9,2251,2044,3056,2393,910,1127,2090,975,629,"1,22","1,95","1,42","1,52","0,65","0,68","0,71","0,79","0,39"
263,solution,n,34829,15396,"1,55","0,93",9,1573,1581,1488,1740,973,1409,4523,1602,507,"0,86","1,52","0,69","1,11","0,69","0,86","1,55","1,30","0,31"
264,direct,j,27915,15254,"1,91","0,95",9,2235,1669,2513,1676,1337,1331,2802,1257,434,"1,23","1,61","1,18","1,08","0,96","0,82","0,97","1,03","0,27"
265,conclusion,n,24805,15194,"2,14","0,96",8,2048,1818,2652,1970,1231,1726,2191,1421,137,"1,13","1,77","1,25","1,27","0,89","1,07","0,76","1,17","0,09"
266,presence,n,33025,15105,"1,60","0,95",8,2070,619,2154,1183,2298,2552,2347,1697,185,"1,15","0,60","1,02","0,77","1,67","1,59","0,82","1,40","0,12"
267,scientific,j,25193,15091,"2,10","0,89",8,1021,746,1468,1455,987,2104,6329,811,170,"0,57","0,73","0,70","0,95","0,72","1,31","2,21","0,67","0,11"
268,ethnic,j,23752,15041,"2,22","0,89",8,4546,1260,4706,1755,800,1018,596,314,46,"2,54","1,24","2,24","1,15","0,58","0,64","0,21","0,26","0,03"
269,complex,j,25615,15016,"2,05","0,93",9,1545,1231,2320,1181,1729,1396,4154,1082,378,"0,86","1,21","1,11","0,77","1,26","0,87","1,46","0,90","0,24"
270,active,j,28639,14938,"1,83","0,94",9,1783,1265,2722,975,1194,1434,3391,1856,318,"1,00","1,25","1,31","0,64","0,88","0,90","1,20","1,55","0,20"
271,male,n,29052,14900,"1,80","0,88",7,461,2004,5606,280,686,1298,3693,816,56,"0,26","1,98","2,70","0,18","0,51","0,82","1,31","0,68","0,04"
272,claim,n,31046,14844,"1,67","0,93",9,2373,260,1847,3769,1395,2654,1372,657,517,"1,34","0,26","0,89","2,49","1,03","1,68","0,49","0,55","0,33"
273,participation,n,18521,14841,"2,81","0,91",8,2383,2024,4812,1243,931,1454,1413,530,51,"1,35","2,01","2,33","0,82","0,69","0,92","0,50","0,45","0,03"
274,focus,n,29453,14735,"1,75","0,95",9,1498,2104,3090,1060,1779,1291,2480,1067,366,"0,85","2,11","1,50","0,71","1,33","0,82","0,89","0,90","0,24"
275,contrast,n,23128,14666,"2,22","0,94",9,1724,941,2953,1296,1992,1483,3050,892,335,"0,99","0,95","1,44","0,87","1,49","0,95","1,10","0,76","0,22"
276,failure,n,30725,14596,"1,66","0,95",9,2152,1179,2206,2150,1016,1536,2026,1941,390,"1,24","1,19","1,08","1,45","0,76","0,99","0,73","1,66","0,26"
277,internal,j,23697,14532,"2,15","0,94",9,2080,1221,2575,1633,776,1374,3114,1425,334,"1,20","1,24","1,27","1,10","0,59","0,89","1,13","1,22","0,22"
278,journal,n,25364,14411,"1,99","0,94",8,1475,1456,2388,1729,1546,883,3241,1398,295,"0,86","1,49","1,19","1,18","1,18","0,58","1,19","1,21","0,20"
279,multiple,j,21937,14263,"2,28","0,92",8,756,2316,3334,486,1045,951,3370,1774,231,"0,45","2,40","1,68","0,33","0,80","0,63","1,25","1,55","0,15"
280,facility,n,32206,14147,"1,54","0,89",9,974,687,2389,1490,283,517,5449,1893,465,"0,58","0,72","1,21","1,03","0,22","0,34","2,03","1,67","0,31"
281,user,n,22915,14141,"2,16","0,86",8,253,403,3253,561,386,374,6658,1544,709,"0,15","0,42","1,65","0,39","0,30","0,25","2,48","1,36","0,48"
282,emerge,v,31725,14077,"1,55","0,94",9,2319,1177,2763,1453,1493,1681,2398,462,331,"1,38","1,23","1,41","1,01","1,16","1,12","0,90","0,41","0,22"
283,protection,n,31766,14048,"1,55","0,91",9,1553,268,1527,3711,367,894,3501,1860,367,"0,93","0,28","0,78","2,59","0,29","0,60","1,32","1,65","0,25"
284,extent,n,23108,14021,"2,12","0,94",8,1895,1321,3184,1895,1279,1324,2173,837,113,"1,14","1,39","1,63","1,33","1,00","0,89","0,82","0,75","0,08"
285,male,j,26809,14008,"1,83","0,90",8,1071,1306,5067,421,1927,1642,1638,869,67,"0,64","1,38","2,59","0,30","1,51","1,10","0,62","0,77","0,05"
286,mental,j,26472,13983,"1,85","0,90",8,424,2048,5121,411,1037,2101,875,1889,77,"0,25","2,16","2,63","0,29","0,81","1,41","0,33","1,69","0,05"
287,explore,v,25991,13872,"1,87","0,94",8,1352,1859,3043,609,1940,1451,2758,707,153,"0,82","1,98","1,57","0,43","1,54","0,98","1,05","0,64","0,11"
288,consequence,n,25157,13866,"1,93","0,94",8,2044,989,2939,1923,1051,1801,2147,819,153,"1,24","1,05","1,52","1,36","0,83","1,22","0,82","0,74","0,11"
289,generate,v,23832,13865,"2,04","0,91",9,1398,1070,1688,1175,913,993,5006,914,708,"0,85","1,14","0,87","0,83","0,72","0,67","1,91","0,82","0,49"
290,content,n,24151,13707,"1,99","0,94",8,1130,2416,2072,836,1959,1225,2925,890,254,"0,69","2,60","1,08","0,60","1,57","0,84","1,13","0,81","0,18"
291,device,n,27382,13669,"1,75","0,87",9,457,311,1220,603,1177,318,6595,2274,714,"0,28","0,34","0,64","0,43","0,95","0,22","2,55","2,08","0,50"
292,requirement,n,21845,13576,"2,18","0,93",8,949,1851,1805,2762,635,721,3452,1164,237,"0,59","2,01","0,95","2,00","0,51","0,50","1,34","1,07","0,17"
293,broad,j,29419,13566,"1,61","0,94",9,2234,1201,2023,2163,1292,1109,2611,546,387,"1,38","1,31","1,07","1,57","1,05","0,77","1,02","0,50","0,27"
294,observation,n,18911,13512,"2,50","0,90",8,844,2103,2278,574,1018,755,4725,1175,40,"0,52","2,30","1,21","0,42","0,83","0,52","1,85","1,09","0,03"
295,visual,j,19736,13475,"2,39","0,87",7,346,921,5484,96,3617,631,1750,573,57,"0,22","1,01","2,92","0,07","2,95","0,44","0,69","0,53","0,04"
296,difficulty,n,23977,13377,"1,95","0,95",8,1459,2448,2769,1204,1068,1503,1604,1185,137,"0,92","2,70","1,48","0,88","0,88","1,05","0,63","1,11","0,10"
297,regional,j,24915,13153,"1,85","0,91",9,3994,434,2227,2123,657,319,2326,648,425,"2,55","0,49","1,21","1,58","0,55","0,23","0,93","0,62","0,31"
298,perceive,v,18359,13146,"2,51","0,92",8,1200,2294,4162,789,1265,1649,1209,504,74,"0,77","2,57","2,27","0,59","1,06","1,18","0,49","0,48","0,05"
299,ie,r,14948,13129,"3,08","0,92",8,702,2555,3522,629,932,1124,2171,1454,40,"0,45","2,87","1,92","0,47","0,78","0,80","0,87","1,38","0,03"
300,urban,j,25836,13119,"1,78","0,91",8,2236,1062,4192,1034,1342,535,1787,771,160,"1,43","1,19","2,29","0,77","1,12","0,38","0,72","0,73","0,12"
301,female,n,22632,13060,"2,02","0,88",7,350,1852,5029,160,484,1006,3503,646,30,"0,23","2,09","2,76","0,12","0,41","0,72","1,42","0,62","0,02"
302,capacity,n,22629,13001,"2,01","0,94",9,1675,827,1965,1625,918,1389,3332,892,378,"1,08","0,94","1,08","1,23","0,78","1,00","1,35","0,86","0,28"
