ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
2318,drafting,n,718,350,"1,71","0,88",8,58,30,17,85,23,41,83,6,7,"1,39","1,26","0,35","2,38","0,72","1,10","1,25","0,21","0,19"
2319,credence,n,773,350,"1,59","0,93",8,67,25,68,43,39,39,48,18,3,"1,61","1,05","1,39","1,21","1,22","1,05","0,72","0,64","0,08"
2320,clustering,n,428,350,"2,86","0,83",7,17,49,58,1,19,24,136,44,2,"0,41","2,07","1,19","0,03","0,60","0,64","2,05","1,57","0,05"
2321,arbitrarily,r,656,348,"1,86","0,92",9,44,24,43,49,46,31,80,22,9,"1,06","1,02","0,89","1,38","1,45","0,84","1,21","0,79","0,25"
2322,exponentially,r,757,348,"1,61","0,87",9,39,12,38,33,19,23,152,13,19,"0,94","0,51","0,78","0,93","0,60","0,62","2,30","0,47","0,52"
2323,passively,r,637,348,"1,91","0,93",8,47,41,45,27,49,49,59,27,4,"1,13","1,74","0,93","0,76","1,55","1,32","0,89","0,97","0,11"
2324,symbiotic,j,568,348,"2,15","0,86",8,48,13,34,35,35,30,146,6,1,"1,16","0,55","0,70","0,99","1,10","0,81","2,21","0,22","0,03"
2325,concise,j,670,347,"1,81","0,92",9,45,36,43,19,71,38,54,29,12,"1,09","1,53","0,89","0,54","2,25","1,03","0,82","1,04","0,33"
2326,feudal,j,600,346,"2,02","0,89",8,70,7,60,46,85,52,17,1,8,"1,70","0,30","1,24","1,31","2,70","1,41","0,26","0,04","0,22"
2327,query,v,723,346,"1,68","0,84",9,31,28,65,11,45,26,109,23,8,"0,75","1,19","1,35","0,31","1,43","0,71","1,66","0,83","0,22"
2328,unbiased,j,655,346,"1,85","0,91",9,27,45,62,36,12,46,76,25,17,"0,66","1,92","1,29","1,02","0,38","1,25","1,16","0,90","0,47"
2329,respectability,n,725,345,"1,67","0,85",7,105,11,94,41,37,34,18,0,5,"2,56","0,47","1,95","1,17","1,18","0,92","0,28","0,00","0,14"
2330,shaping,n,542,345,"2,23","0,91",8,62,33,47,23,67,44,51,17,1,"1,51","1,41","0,98","0,65","2,13","1,20","0,78","0,62","0,03"
2331,justifiable,j,699,345,"1,73","0,89",8,60,15,40,46,27,106,32,18,1,"1,46","0,64","0,83","1,31","0,86","2,88","0,49","0,65","0,03"
2332,quadrant,n,686,344,"1,76","0,81",7,7,43,48,11,11,27,114,81,2,"0,17","1,84","1,00","0,31","0,35","0,74","1,75","2,94","0,06"
2333,predominance,n,421,344,"2,86","0,91",8,72,15,60,41,48,19,42,46,1,"1,76","0,64","1,25","1,17","1,53","0,52","0,64","1,67","0,03"
2334,cross-section,n,642,344,"1,88","0,87",8,30,22,67,38,21,9,90,66,1,"0,73","0,94","1,40","1,08","0,67","0,25","1,38","2,40","0,03"
2335,detract,v,798,344,"1,51","0,92",8,43,33,69,42,51,41,46,14,5,"1,05","1,42","1,44","1,20","1,63","1,12","0,71","0,51","0,14"
2336,conspicuously,r,792,344,"1,52","0,91",8,70,6,35,43,84,46,44,4,12,"1,71","0,26","0,73","1,23","2,68","1,25","0,67","0,15","0,33"
2337,formalize,v,540,343,"2,22","0,91",8,66,19,67,51,50,30,47,7,6,"1,62","0,82","1,40","1,46","1,60","0,82","0,72","0,25","0,17"
2338,undifferentiated,j,429,342,"2,79","0,88",8,26,21,84,22,46,74,26,41,2,"0,64","0,91","1,76","0,63","1,48","2,03","0,40","1,50","0,06"
2339,redefinition,n,451,341,"2,65","0,90",7,83,16,72,53,44,37,27,5,4,"2,04","0,69","1,51","1,53","1,42","1,02","0,42","0,18","0,11"
2340,interacting,j,390,339,"3,04","0,85",7,9,27,51,20,16,38,171,5,2,"0,22","1,18","1,08","0,58","0,52","1,05","2,66","0,18","0,06"
2341,analogue,n,421,338,"2,81","0,89",8,12,5,31,37,67,82,63,40,1,"0,30","0,22","0,66","1,07","2,18","2,28","0,98","1,48","0,03"
2342,sponsored,j,716,338,"1,65","0,91",9,78,20,52,34,34,24,63,19,14,"1,94","0,87","1,10","0,99","1,10","0,67","0,98","0,70","0,40"
2343,amorphous,j,654,337,"1,80","0,87",7,43,3,28,44,42,23,135,13,6,"1,07","0,13","0,60","1,28","1,37","0,64","2,11","0,48","0,17"
2344,exclusionary,j,547,337,"2,16","0,86",7,69,34,50,102,15,37,22,5,3,"1,72","1,49","1,06","2,97","0,49","1,03","0,34","0,19","0,08"
2345,co-author,v,781,336,"1,51","0,87",9,27,22,30,33,28,38,133,14,11,"0,67","0,97","0,64","0,96","0,92","1,06","2,09","0,52","0,31"
2346,mismatch,n,659,336,"1,79","0,87",9,12,46,30,42,19,13,122,44,8,"0,30","2,02","0,64","1,23","0,62","0,36","1,92","1,64","0,23"
2347,synergy,n,735,336,"1,60","0,87",9,20,11,33,16,19,24,110,44,59,"0,50","0,48","0,70","0,47","0,62","0,67","1,73","1,64","1,68"
2348,regress,v,560,335,"2,09","0,88",7,19,28,104,3,12,73,40,51,5,"0,48","1,23","2,23","0,09","0,39","2,05","0,63","1,90","0,14"
2349,self-serving,j,721,335,"1,63","0,88",8,42,12,67,55,36,81,24,3,15,"1,05","0,53","1,43","1,61","1,18","2,27","0,38","0,11","0,43"
2350,customized,j,739,335,"1,59","0,86",8,5,30,18,13,9,12,138,29,81,"0,13","1,32","0,39","0,38","0,30","0,34","2,17","1,08","2,31"
2351,itinerant,j,628,334,"1,86","0,81",8,35,17,112,9,43,45,18,50,5,"0,88","0,75","2,41","0,26","1,41","1,26","0,28","1,87","0,14"
2352,counterbalance,v,526,333,"2,22","0,92",8,61,28,70,41,24,44,42,19,4,"1,54","1,24","1,51","1,21","0,79","1,24","0,67","0,71","0,11"
2353,subdivide,v,544,333,"2,14","0,89",8,40,25,89,16,41,12,74,31,5,"1,01","1,11","1,92","0,47","1,35","0,34","1,17","1,16","0,14"
2354,ancillary,j,552,332,"2,11","0,92",9,27,33,65,36,50,23,53,31,14,"0,68","1,47","1,40","1,06","1,65","0,65","0,84","1,17","0,40"
2355,crystallize,v,731,331,"1,59","0,91",8,64,9,43,29,61,34,77,9,5,"1,62","0,40","0,93","0,86","2,02","0,96","1,23","0,34","0,14"
2356,exponential,n,537,331,"2,16","0,86",9,48,19,33,19,14,25,132,29,12,"1,22","0,85","0,72","0,56","0,46","0,71","2,10","1,09","0,35"
2357,unrecognized,j,549,328,"2,09","0,92",9,48,24,52,15,35,33,66,44,11,"1,23","1,08","1,14","0,45","1,17","0,94","1,06","1,67","0,32"
2358,explicate,v,400,327,"2,86","0,90",7,23,31,61,25,82,75,27,3,0,"0,59","1,40","1,34","0,75","2,75","2,15","0,44","0,11","0,00"
2359,absent,v,734,327,"1,56","0,91",9,45,16,41,98,23,39,38,20,7,"1,16","0,72","0,90","2,94","0,77","1,12","0,61","0,76","0,20"
2360,discord,n,753,326,"1,52","0,90",9,79,8,72,41,39,51,19,10,7,"2,04","0,36","1,58","1,23","1,31","1,47","0,31","0,38","0,21"
2361,materially,r,550,326,"2,08","0,91",8,64,6,44,57,60,55,15,19,6,"1,65","0,27","0,97","1,72","2,02","1,58","0,24","0,73","0,18"
2362,regenerate,v,726,326,"1,57","0,85",8,29,4,24,12,30,28,143,49,7,"0,75","0,18","0,53","0,36","1,01","0,81","2,31","1,88","0,21"
2363,allowable,j,578,325,"1,97","0,86",9,23,9,20,58,18,14,134,29,20,"0,59","0,41","0,44","1,75","0,61","0,40","2,18","1,11","0,59"
2364,acquiesce,v,715,324,"1,59","0,87",8,105,9,34,88,26,35,17,6,4,"2,72","0,41","0,75","2,67","0,88","1,01","0,28","0,23","0,12"
2365,two-fold,j,449,324,"2,53","0,91",8,41,14,54,37,45,65,36,31,1,"1,06","0,64","1,20","1,12","1,53","1,88","0,59","1,19","0,03"
2366,ascendancy,n,553,323,"2,05","0,89",7,80,6,45,78,50,32,25,1,6,"2,08","0,27","1,00","2,37","1,70","0,93","0,41","0,04","0,18"
2367,asymmetrical,j,638,323,"1,77","0,90",7,56,3,54,41,44,22,58,45,0,"1,46","0,14","1,20","1,25","1,50","0,64","0,95","1,74","0,00"
2368,critique,v,527,323,"2,15","0,90",8,59,45,60,13,72,36,23,10,5,"1,53","2,06","1,33","0,40","2,45","1,05","0,38","0,39","0,15"
2369,framing,n,492,322,"2,29","0,88",8,32,34,60,54,63,31,40,6,2,"0,83","1,56","1,34","1,65","2,15","0,90","0,66","0,23","0,06"
2370,functioning,j,663,321,"1,70","0,91",8,47,51,70,35,16,25,40,34,3,"1,23","2,34","1,56","1,07","0,55","0,73","0,66","1,32","0,09"
2371,partition,v,548,321,"2,05","0,84",8,39,21,37,27,8,23,155,6,5,"1,02","0,97","0,83","0,83","0,27","0,67","2,55","0,23","0,15"
2372,constructed,j,422,321,"2,66","0,86",8,20,34,52,11,77,20,62,43,2,"0,52","1,56","1,16","0,34","2,63","0,58","1,02","1,67","0,06"
2373,fluid,j,738,320,"1,52","0,90",9,28,24,50,17,32,29,91,38,11,"0,73","1,11","1,12","0,52","1,10","0,85","1,50","1,48","0,33"
2374,ever-increasing,j,640,319,"1,75","0,92",9,31,15,50,36,36,41,81,16,13,"0,82","0,69","1,12","1,11","1,24","1,21","1,34","0,63","0,39"
2375,self-reliance,n,662,319,"1,69","0,87",8,82,22,90,64,17,16,14,10,4,"2,16","1,02","2,02","1,97","0,59","0,47","0,23","0,39","0,12"
2376,meridian,n,729,318,"1,53","0,81",7,25,5,51,5,3,10,165,35,19,"0,66","0,23","1,15","0,15","0,10","0,30","2,74","1,37","0,57"
2377,mosaic,j,676,318,"1,65","0,85",8,14,7,61,8,61,44,67,5,51,"0,37","0,32","1,38","0,25","2,11","1,30","1,11","0,20","1,53"
2378,corrosive,j,637,317,"1,74","0,87",9,25,6,19,30,18,40,124,46,9,"0,66","0,28","0,43","0,93","0,62","1,18","2,06","1,81","0,27"
2379,denigrate,v,712,316,"1,55","0,90",7,55,18,39,47,54,85,13,2,3,"1,46","0,84","0,89","1,46","1,88","2,52","0,22","0,08","0,09"
2380,defensible,j,536,316,"2,06","0,91",7,42,61,45,61,16,47,37,2,5,"1,12","2,85","1,02","1,90","0,56","1,40","0,62","0,08","0,15"
2381,objectionable,j,698,316,"1,59","0,90",8,42,15,39,77,25,66,38,10,4,"1,12","0,70","0,89","2,39","0,87","1,96","0,63","0,40","0,12"
2382,reciprocate,v,689,316,"1,61","0,90",8,53,13,58,38,29,39,73,11,2,"1,41","0,61","1,32","1,18","1,01","1,16","1,22","0,43","0,06"
2383,globalized,j,418,316,"2,65","0,88",7,83,19,71,40,40,47,15,1,0,"2,21","0,89","1,61","1,24","1,39","1,40","0,25","0,04","0,00"
2384,twofold,r,523,316,"2,12","0,93",9,43,30,60,21,26,45,48,30,13,"1,14","1,40","1,36","0,65","0,90","1,34","0,80","1,19","0,39"
2385,singularity,n,634,315,"1,74","0,80",7,13,15,21,15,86,32,131,2,0,"0,35","0,70","0,48","0,47","3,00","0,95","2,19","0,08","0,00"
2386,recitation,n,718,315,"1,54","0,90",7,74,39,31,22,57,54,32,0,6,"1,97","1,83","0,71","0,69","1,99","1,61","0,54","0,00","0,18"
2387,progeny,n,602,315,"1,83","0,85",7,37,2,35,44,31,25,127,5,9,"0,99","0,09","0,80","1,37","1,08","0,74","2,13","0,20","0,27"
2388,pernicious,j,630,314,"1,75","0,90",8,66,13,34,68,34,66,17,11,5,"1,77","0,61","0,78","2,13","1,19","1,97","0,29","0,44","0,15"
2389,intensively,r,551,314,"2,00","0,87",8,28,20,59,25,13,23,126,18,2,"0,75","0,94","1,35","0,78","0,45","0,69","2,12","0,72","0,06"
2390,synonym,n,580,314,"1,90","0,87",8,30,28,47,24,68,42,61,11,3,"0,80","1,32","1,07","0,75","2,38","1,26","1,03","0,44","0,09"
2391,vernacular,n,623,314,"1,76","0,84",7,46,10,87,13,85,53,16,3,1,"1,23","0,47","1,99","0,41","2,97","1,58","0,27","0,12","0,03"
2392,unequivocal,j,657,313,"1,67","0,92",8,56,6,34,51,56,52,40,16,2,"1,50","0,28","0,78","1,60","1,97","1,56","0,67","0,64","0,06"
2393,incipient,j,551,313,"1,99","0,89",7,91,2,49,33,42,22,58,11,5,"2,44","0,09","1,12","1,04","1,47","0,66","0,98","0,44","0,15"
2394,inculcate,v,475,313,"2,31","0,91",7,60,18,58,45,36,71,21,4,0,"1,61","0,85","1,33","1,41","1,26","2,13","0,35","0,16","0,00"
2395,fragment,v,585,312,"1,87","0,90",8,59,9,43,40,36,25,88,6,6,"1,59","0,43","0,99","1,26","1,27","0,75","1,49","0,24","0,18"
2396,attenuate,v,406,312,"2,69","0,90",8,23,28,68,15,20,33,56,67,2,"0,62","1,32","1,56","0,47","0,70","0,99","0,95","2,68","0,06"
2397,buttress,v,613,310,"1,77","0,89",8,98,13,39,53,21,36,38,4,8,"2,66","0,62","0,90","1,68","0,74","1,09","0,65","0,16","0,25"
2398,disinterested,j,686,310,"1,58","0,90",7,46,25,41,44,67,64,14,4,5,"1,25","1,19","0,95","1,39","2,37","1,94","0,24","0,16","0,15"
2399,reclamation,n,723,310,"1,50","0,83",7,58,1,52,33,15,9,128,9,5,"1,57","0,05","1,20","1,05","0,53","0,27","2,18","0,36","0,15"
2400,networked,j,468,309,"2,31","0,82",8,31,27,21,10,12,8,166,3,31,"0,84","1,29","0,49","0,32","0,43","0,24","2,83","0,12","0,96"
2401,acquiescence,n,529,309,"2,05","0,88",8,84,20,40,80,19,37,21,7,1,"2,28","0,96","0,93","2,54","0,68","1,12","0,36","0,28","0,03"
2402,unsustainable,j,670,309,"1,61","0,88",7,60,3,29,55,8,38,92,4,20,"1,63","0,14","0,67","1,75","0,28","1,15","1,57","0,16","0,62"
2403,well-developed,j,459,308,"2,35","0,93",8,35,36,48,29,27,27,75,25,6,"0,95","1,72","1,12","0,92","0,96","0,82","1,28","1,01","0,19"
2404,instigate,v,663,308,"1,63","0,91",8,78,10,51,53,32,35,39,9,1,"2,13","0,48","1,19","1,69","1,14","1,07","0,67","0,36","0,03"
2405,powerlessness,n,477,307,"2,25","0,88",7,56,22,87,12,28,68,8,25,1,"1,53","1,06","2,03","0,38","1,00","2,08","0,14","1,02","0,03"
2406,dictum,n,550,307,"1,95","0,89",8,38,3,18,88,47,70,29,7,7,"1,04","0,14","0,42","2,81","1,68","2,14","0,50","0,28","0,22"
2407,directed,j,487,307,"2,21","0,83",8,12,23,24,13,35,40,143,13,4,"0,33","1,11","0,56","0,42","1,25","1,22","2,46","0,53","0,12"
2408,familiarize,v,515,306,"2,08","0,92",9,30,53,77,11,41,21,43,19,11,"0,82","2,56","1,81","0,35","1,47","0,64","0,74","0,78","0,34"
2409,input,v,516,306,"2,08","0,85",8,7,33,36,9,11,17,150,33,10,"0,19","1,59","0,84","0,29","0,39","0,52","2,59","1,35","0,31"
2410,untrained,j,670,306,"1,60","0,81",8,29,21,97,15,45,31,32,33,3,"0,80","1,01","2,27","0,48","1,62","0,95","0,55","1,35","0,09"
2411,unwarranted,j,699,305,"1,53","0,92",8,49,27,36,67,22,51,35,13,5,"1,35","1,31","0,85","2,16","0,79","1,57","0,61","0,53","0,16"
2412,impel,v,552,305,"1,93","0,91",8,48,12,29,54,49,76,26,5,6,"1,32","0,58","0,68","1,74","1,76","2,34","0,45","0,20","0,19"
2413,outreach,v,546,305,"1,96","0,89",8,31,34,91,8,18,27,65,30,1,"0,85","1,64","2,14","0,26","0,65","0,83","1,12","1,23","0,03"
2414,monopolize,v,528,305,"2,02","0,90",8,88,8,49,73,25,19,34,6,3,"2,42","0,39","1,15","2,35","0,90","0,58","0,59","0,25","0,09"
2415,peculiarity,n,609,305,"1,75","0,91",8,54,5,52,36,51,45,45,11,6,"1,49","0,24","1,22","1,16","1,84","1,38","0,78","0,45","0,19"
2416,burdensome,j,621,305,"1,72","0,88",9,31,11,44,79,12,74,26,15,13,"0,85","0,53","1,03","2,54","0,43","2,28","0,45","0,61","0,41"
2417,disillusionment,n,629,304,"1,69","0,90",8,85,10,27,54,55,43,17,7,6,"2,35","0,49","0,64","1,74","1,99","1,33","0,30","0,29","0,19"
2418,incompatibility,n,415,304,"2,57","0,92",9,42,15,55,39,39,28,70,9,7,"1,16","0,73","1,30","1,26","1,41","0,86","1,22","0,37","0,22"
2419,unchanging,j,514,304,"2,07","0,90",7,37,11,63,25,39,82,39,4,4,"1,02","0,53","1,49","0,81","1,41","2,53","0,68","0,16","0,13"
2420,nominally,r,546,303,"1,94","0,91",8,75,3,53,49,32,20,45,16,10,"2,08","0,15","1,25","1,59","1,16","0,62","0,78","0,66","0,32"
2421,permanence,n,665,302,"1,59","0,90",8,42,10,51,24,78,60,26,6,5,"1,17","0,49","1,21","0,78","2,84","1,86","0,45","0,25","0,16"
2422,illiteracy,n,600,302,"1,76","0,89",8,79,32,62,29,26,49,18,5,2,"2,20","1,56","1,47","0,94","0,95","1,52","0,31","0,21","0,06"
2423,indoctrination,n,539,302,"1,96","0,84",7,64,15,48,81,21,41,30,1,1,"1,78","0,73","1,14","2,63","0,76","1,27","0,52","0,04","0,03"
2424,ten-year,j,536,302,"1,97","0,90",9,41,13,39,38,13,19,35,10,94,"1,14","0,64","0,93","1,24","0,47","0,59","0,61","0,41","2,97"
2425,stipulation,n,639,301,"1,65","0,87",9,74,8,58,45,28,31,39,11,7,"2,07","0,39","1,38","1,47","1,02","0,97","0,68","0,46","0,22"
2426,re-evaluation,n,404,300,"2,60","0,91",8,59,28,36,41,54,36,33,12,1,"1,65","1,38","0,86","1,34","1,98","1,13","0,58","0,50","0,03"
2427,meaningfully,r,503,299,"2,08","0,92",8,35,52,62,28,31,46,26,15,4,"0,98","2,57","1,49","0,92","1,14","1,44","0,46","0,63","0,13"
2428,well-documented,j,595,299,"1,76","0,92",8,49,24,64,16,20,31,52,40,3,"1,38","1,18","1,54","0,53","0,73","0,97","0,92","1,67","0,10"
2429,sequentially,r,391,298,"2,67","0,89",8,14,48,36,9,46,19,96,30,0,"0,39","2,38","0,87","0,30","1,70","0,60","1,70","1,26","0,00"
2430,impinge,v,481,298,"2,17","0,91",8,49,11,49,50,43,44,41,11,0,"1,38","0,54","1,18","1,65","1,58","1,39","0,73","0,46","0,00"
2431,circular,n,592,298,"1,76","0,84",7,46,2,26,23,22,11,152,11,5,"1,30","0,10","0,63","0,76","0,81","0,35","2,69","0,46","0,16"
2432,concentric,j,608,298,"1,72","0,88",8,30,6,44,21,42,25,104,24,2,"0,85","0,30","1,06","0,69","1,55","0,79","1,84","1,01","0,06"
2433,attainable,j,520,298,"2,01","0,92",9,23,39,58,22,38,35,57,15,11,"0,65","1,93","1,40","0,72","1,40","1,10","1,01","0,63","0,35"
2434,bottleneck,n,677,297,"1,54","0,84",7,47,5,28,35,5,2,140,13,22,"1,33","0,25","0,68","1,16","0,18","0,06","2,49","0,55","0,71"
2435,miscellaneous,j,663,297,"1,57","0,90",8,23,21,50,18,43,4,73,33,32,"0,65","1,04","1,21","0,60","1,59","0,13","1,30","1,39","1,03"
2436,purported,j,648,297,"1,60","0,90",8,41,11,42,66,28,53,43,11,2,"1,16","0,55","1,01","2,18","1,04","1,67","0,76","0,46","0,06"
2437,outgrowth,n,566,297,"1,84","0,93",9,45,29,35,37,31,44,46,16,14,"1,27","1,44","0,85","1,22","1,15","1,39","0,82","0,67","0,45"
2438,satisfactorily,r,486,297,"2,14","0,92",8,25,33,54,34,32,40,51,24,4,"0,71","1,64","1,30","1,12","1,18","1,26","0,91","1,01","0,13"
2439,panacea,n,662,296,"1,57","0,93",9,40,43,27,48,29,39,37,25,8,"1,14","2,14","0,65","1,59","1,08","1,24","0,66","1,05","0,26"
2440,misperception,n,490,296,"2,12","0,90",8,41,38,53,67,20,47,19,9,2,"1,16","1,89","1,28","2,22","0,74","1,49","0,34","0,38","0,06"
2441,indiscriminate,j,610,296,"1,70","0,89",8,74,6,23,35,25,59,51,19,4,"2,10","0,30","0,56","1,16","0,93","1,87","0,91","0,80","0,13"
2442,extraneous,j,525,296,"1,97","0,90",9,12,44,74,14,42,24,58,19,9,"0,34","2,19","1,79","0,46","1,56","0,76","1,03","0,80","0,29"
2443,fluctuating,j,469,294,"2,20","0,89",9,26,9,42,21,25,18,93,53,7,"0,74","0,45","1,02","0,70","0,93","0,57","1,67","2,25","0,23"
2444,evolved,j,477,294,"2,16","0,84",8,12,5,26,14,18,50,156,8,5,"0,34","0,25","0,63","0,47","0,67","1,60","2,80","0,34","0,16"
2445,axiom,n,556,294,"1,85","0,86",8,27,15,25,48,41,59,70,1,8,"0,77","0,75","0,61","1,60","1,53","1,88","1,26","0,04","0,26"
2446,affiliated,j,583,294,"1,77","0,91",9,55,32,62,31,9,20,32,17,36,"1,57","1,61","1,51","1,04","0,34","0,64","0,57","0,72","1,17"
2447,sender,n,591,294,"1,74","0,82",8,21,18,26,37,39,32,110,6,5,"0,60","0,90","0,63","1,24","1,46","1,02","1,97","0,25","0,16"
2448,impurity,n,498,293,"2,06","0,84",7,14,1,30,8,28,47,136,24,5,"0,40","0,05","0,73","0,27","1,05","1,51","2,45","1,02","0,16"
2449,invalid,j,537,293,"1,91","0,89",9,27,24,40,64,13,42,63,11,9,"0,77","1,21","0,98","2,14","0,49","1,35","1,13","0,47","0,29"
2450,centrifugal,j,479,292,"2,13","0,83",7,47,0,19,20,31,11,154,6,4,"1,35","0,00","0,47","0,67","1,17","0,35","2,78","0,26","0,13"
2451,forebear,n,628,292,"1,63","0,90",7,52,4,65,28,38,44,53,3,5,"1,50","0,20","1,60","0,94","1,43","1,41","0,96","0,13","0,16"
2452,cursory,j,671,292,"1,52","0,92",8,43,22,34,42,47,38,45,17,4,"1,24","1,11","0,84","1,41","1,77","1,22","0,81","0,73","0,13"
2453,interweave,v,556,290,"1,83","0,90",7,44,21,49,15,75,61,20,4,1,"1,27","1,07","1,21","0,51","2,84","1,97","0,36","0,17","0,03"
2454,perpetuation,n,374,290,"2,72","0,88",7,80,32,50,40,43,22,18,4,1,"2,32","1,63","1,24","1,35","1,63","0,71","0,33","0,17","0,03"
2455,reconstitute,v,627,290,"1,62","0,91",8,68,2,48,38,56,25,29,14,10,"1,97","0,10","1,19","1,29","2,12","0,81","0,53","0,60","0,33"
2456,value-added,j,535,290,"1,90","0,88",7,56,22,31,31,3,1,99,6,41,"1,62","1,12","0,77","1,05","0,11","0,03","1,80","0,26","1,35"
2457,usurp,v,668,289,"1,51","0,91",8,41,7,26,52,64,55,33,3,8,"1,19","0,36","0,65","1,77","2,43","1,79","0,60","0,13","0,26"
2458,empathetic,j,578,289,"1,75","0,88",8,20,38,38,15,57,62,19,35,5,"0,58","1,94","0,94","0,51","2,17","2,01","0,35","1,51","0,17"
2459,quantitatively,r,321,287,"3,13","0,89",8,14,42,51,15,13,19,87,46,0,"0,41","2,16","1,27","0,51","0,50","0,62","1,60","2,00","0,00"
2460,granting,n,446,287,"2,25","0,90",7,49,40,51,79,10,37,15,2,4,"1,43","2,06","1,27","2,70","0,38","1,21","0,28","0,09","0,13"
2461,henceforth,r,533,287,"1,89","0,91",7,50,6,39,52,63,40,29,2,6,"1,46","0,31","0,97","1,78","2,41","1,31","0,53","0,09","0,20"
2462,conqueror,n,623,286,"1,61","0,87",7,88,3,39,25,64,25,34,2,6,"2,58","0,15","0,98","0,86","2,46","0,82","0,63","0,09","0,20"
2463,annal,n,627,285,"1,59","0,89",9,43,8,51,16,41,24,58,28,16,"1,27","0,41","1,28","0,55","1,58","0,79","1,07","1,23","0,54"
2464,landed,j,612,285,"1,63","0,85",7,86,2,70,24,18,7,63,1,14,"2,53","0,10","1,76","0,83","0,69","0,23","1,17","0,04","0,47"
2465,preexist,v,416,284,"2,39","0,91",9,38,21,41,19,36,17,47,55,10,"1,12","1,09","1,04","0,66","1,39","0,56","0,87","2,42","0,34"
2466,metrics,n,397,284,"2,50","0,82",7,17,50,5,18,6,6,126,22,34,"0,50","2,60","0,13","0,62","0,23","0,20","2,34","0,97","1,14"
2467,eroding,j,624,284,"1,59","0,86",9,43,12,34,36,8,34,85,9,23,"1,27","0,62","0,86","1,24","0,31","1,12","1,58","0,40","0,77"
2468,reversible,j,566,284,"1,76","0,84",7,12,3,28,42,19,15,99,63,3,"0,35","0,16","0,71","1,45","0,73","0,50","1,84","2,77","0,10"
2469,spurious,j,465,284,"2,14","0,89",8,41,19,46,20,36,23,76,21,2,"1,21","0,99","1,16","0,69","1,39","0,76","1,41","0,92","0,07"
2470,sup,v,552,282,"1,79","0,84",7,4,5,73,33,1,32,102,22,10,"0,12","0,26","1,86","1,15","0,04","1,06","1,91","0,97","0,34"
2471,unproductive,j,536,282,"1,84","0,92",9,40,30,45,53,31,29,34,12,8,"1,19","1,57","1,14","1,85","1,21","0,97","0,64","0,53","0,27"
2472,equivocal,j,378,282,"2,61","0,89",8,20,22,68,14,59,42,23,34,0,"0,60","1,15","1,73","0,49","2,30","1,40","0,43","1,51","0,00"
2473,abundantly,r,634,282,"1,56","0,91",8,45,10,29,33,40,57,53,11,4,"1,34","0,52","0,74","1,15","1,56","1,90","0,99","0,49","0,14"
2474,numerically,r,364,282,"2,71","0,89",9,56,9,33,26,10,26,92,22,8,"1,67","0,47","0,84","0,91","0,39","0,87","1,72","0,97","0,27"
2475,misrepresentation,n,614,282,"1,61","0,89",8,39,10,50,72,40,40,20,7,4,"1,16","0,52","1,27","2,51","1,56","1,33","0,37","0,31","0,14"
2476,inducement,n,568,281,"1,73","0,90",8,69,11,36,74,17,16,39,4,15,"2,06","0,58","0,92","2,59","0,66","0,53","0,73","0,18","0,51"
2477,permissive,j,503,281,"1,96","0,84",7,27,41,104,50,4,32,11,8,4,"0,81","2,15","2,65","1,75","0,16","1,07","0,21","0,36","0,14"
2478,normality,n,478,279,"2,04","0,89",8,24,43,61,21,33,38,29,28,2,"0,72","2,27","1,57","0,74","1,30","1,28","0,55","1,25","0,07"
2479,derivation,n,370,279,"2,64","0,87",8,25,9,51,14,57,25,87,11,0,"0,75","0,48","1,31","0,49","2,24","0,84","1,65","0,49","0,00"
2480,directorate,n,547,279,"1,79","0,85",7,63,32,30,43,4,9,82,14,2,"1,90","1,69","0,77","1,51","0,16","0,30","1,55","0,63","0,07"
2481,unsuitable,j,583,279,"1,68","0,89",9,35,8,36,20,28,22,98,25,7,"1,05","0,42","0,93","0,70","1,10","0,74","1,85","1,12","0,24"
2482,unchallenged,j,628,279,"1,56","0,89",9,86,11,34,55,30,37,14,5,7,"2,59","0,58","0,87","1,94","1,18","1,24","0,26","0,22","0,24"
2483,selectivity,n,381,278,"2,55","0,87",8,33,52,39,16,18,13,63,41,3,"1,00","2,76","1,01","0,57","0,71","0,44","1,20","1,84","0,10"
2484,heretofore,r,616,278,"1,58","0,92",8,44,11,41,44,46,37,39,12,4,"1,33","0,58","1,06","1,55","1,82","1,25","0,74","0,54","0,14"
2485,homogenous,j,389,277,"2,49","0,90",8,31,25,77,35,25,20,43,21,0,"0,94","1,33","1,99","1,24","0,99","0,68","0,82","0,95","0,00"
2486,purportedly,r,617,277,"1,57","0,92",8,49,11,49,51,39,42,23,8,5,"1,49","0,59","1,27","1,81","1,55","1,42","0,44","0,36","0,17"
2487,simplification,n,467,277,"2,08","0,90",9,21,29,50,24,35,37,66,8,7,"0,64","1,54","1,29","0,85","1,39","1,25","1,26","0,36","0,24"
2488,second-generation,j,551,277,"1,76","0,86",9,84,5,46,13,30,16,62,9,12,"2,55","0,27","1,19","0,46","1,19","0,54","1,18","0,41","0,41"
2489,weakening,j,526,276,"1,84","0,90",8,72,2,43,63,25,18,32,10,11,"2,19","0,11","1,12","2,24","0,99","0,61","0,61","0,45","0,38"
